Date,Close,High,Low,Open,Volume
2014-04-28,126.2549819946289,126.65562634985243,125.85432999760413,126.05465217521589,361768
2014-04-29,127.25662231445312,127.45694451433637,126.45531823131604,126.70572480207112,604609
2014-04-30,126.2549819946289,127.15643943568308,125.4035936352758,127.15643943568308,589731
2014-05-02,125.95449829101562,127.05628561450514,125.85433719648053,126.25498921642263,516264
2014-05-05,126.1047592163086,126.30508142994172,125.20329397135433,126.20492032312515,311008
2014-05-06,126.35515594482422,126.60556251322782,125.95450390701802,126.40523267342373,317554
2014-05-07,126.75580596923828,127.15645035887862,126.20490847078,126.45531503520614,819753
2014-05-08,128.25823974609375,128.60879975079544,126.95612261130842,126.95612261130842,584601
2014-05-09,128.6088104248047,128.6588947963769,127.80751397226453,128.35840385054797,373324
2014-05-12,128.6088104248047,129.00947011377806,128.35840385054797,128.55874133683685,478902
2014-05-13,129.20977783203125,129.20977783203125,128.60879600774354,128.85920255392963,414069
2014-05-14,129.20977783203125,129.61042219248796,129.05954001776067,129.41010001225962,377009
2014-05-15,129.9610137939453,130.21142037158296,128.85921873889777,130.11125162708606,871573
2014-05-16,131.6637725830078,131.6637725830078,129.96101094906652,130.11124877891854,950216
2014-05-19,132.06442260742188,132.6153047989822,131.11286547595626,131.11286547595626,707632
2014-05-20,132.3649139404297,133.0660646011972,131.7138629366941,131.7138629366941,688415
2014-05-21,132.86570739746094,133.16619830984126,131.86408121192832,132.71546958307212,545913
2014-05-22,133.21629333496094,133.41661553137544,132.51515800570826,132.91580239853724,424236
2014-05-23,133.11611938476562,133.46669467747233,132.36489971491116,133.46669467747233,325098
2014-05-26,133.21629333496094,133.41661553137544,132.61531146211354,132.91580239853724,220890
2014-05-27,133.51678466796875,133.7671912351316,133.06605590379635,133.46670029781538,359852
2014-05-28,133.56686401367188,133.66701746660715,132.8657134251082,133.51677964540258,464027
2014-05-30,134.56849670410156,134.71873453251774,133.01597291484987,133.31646385528634,576029
2014-06-02,133.96751403808594,134.86897157050808,133.51678527187488,134.7187337429724,348858
2014-06-03,133.26638793945312,133.96752332255105,132.51516818250423,133.66703236305048,404960
2014-06-04,132.9658966064453,133.66703198757372,132.5151678102631,132.91581223273505,429258
2014-06-05,132.91580200195312,133.41661513329703,132.36490450075405,132.86571763209795,478448
2014-06-06,133.8172607421875,133.86732982317574,132.5652280454365,132.9658723949559,367905
2014-06-10,134.46835327148438,134.9190821251702,133.61696466060573,133.7171334208057,466242
2014-06-11,133.8172607421875,134.66863380581682,133.46668547365633,134.66863380581682,371632
2014-06-12,133.41661071777344,134.11774602172954,133.01596633939948,134.0676769371353,285129
2014-06-13,132.9658966064453,133.21630319139155,132.11450810418614,133.21630319139155,358011
2014-06-16,132.81565856933594,132.9158120330009,131.7138634837862,132.61532107479596,353549
2014-06-17,132.91580200195312,133.11612419776992,132.51515761031953,132.66539543628116,282773
2014-06-18,133.26638793945312,133.91743894870012,132.96589697995253,133.16621919175122,322745
2014-06-19,133.1662139892578,134.26800903651363,133.11612961736353,133.81728025667425,354576
2014-06-20,132.91580200195312,133.3665307634419,132.4650732404644,133.3665307634419,645432
2014-06-23,131.9141845703125,132.96589527326267,131.6136936146689,132.71548869082716,341219
2014-06-24,132.465087890625,132.5151722660193,131.71386811052693,132.11451254647034,235627
