Date,Close,High,Low,Open,Volume
2014-04-28,336.5574951171875,340.860342469992,333.19004936281874,336.9316557565618,4360
2014-04-29,336.1832275390625,338.2411104010156,333.56410389657674,337.3057091001278,2198
2014-04-30,341.2344665527344,341.2344665527344,334.68665606515447,334.68665606515447,6365
2014-05-02,353.5817565917969,355.452559536727,341.0473768607649,341.98277833323,6038
2014-05-05,353.5817565917969,355.265479242234,347.4081068735274,353.5817565917969,3575
2014-05-06,353.9559631347656,356.3880072789263,350.9626780342602,355.2655253662367,3669
2014-05-07,345.91156005859375,353.9560149436773,345.5373993662643,353.0206132128537,3844
2014-05-08,342.73114013671875,348.15646932010566,338.9895338033485,346.472746470089,3860
2014-05-09,344.2277526855469,344.2277526855469,337.86702247287917,342.73111028256625,2492
2014-05-12,341.04736328125,344.22772816099837,336.74451667923756,343.29232672577825,2209
2014-05-13,335.9962463378906,342.16989674387634,333.9383628692287,341.04741485187895,3872
2014-05-14,330.19671630859375,336.37036596195554,328.5129936758587,335.24788420679886,6531
2014-05-15,320.4685974121094,332.25465791237957,320.4685974121094,329.2613727059618,9764
2014-05-16,316.9140319824219,323.0876819561054,307.56001687078015,318.7848350047502,8311
2014-05-19,318.7848205566406,321.778105256703,316.1656964440861,316.5398570315939,6631
2014-05-20,324.0230712890625,325.89387424107787,319.90730479462866,321.2168668610394,6804
2014-05-21,326.8292541503906,326.8292541503906,322.9005682104031,323.2747287761162,4188
2014-05-22,328.88714599609375,330.38378829869254,325.5197008152463,327.01634311784517,4743
2014-05-23,330.38385009765625,333.0029746171167,327.20348460974,327.39056493255856,4935
2014-05-26,339.1766052246094,340.48616740694376,334.12543680703385,336.7445611717026,4855
2014-05-27,340.6733093261719,340.8603896717656,337.49294345107853,337.49294345107853,4936
2014-05-28,339.7378234863281,341.42154617981765,339.7378234863281,340.8603052819878,6988
2014-05-30,338.8024597167969,340.8603432379922,337.1187368358189,340.8603432379922,8111
2014-06-02,339.9249572753906,341.0474392476814,339.3637162892452,340.2991179328209,5876
2014-06-03,333.0029296875,339.17657950754915,333.0029296875,339.17657950754915,6803
2014-06-04,333.564208984375,337.86705632405005,333.0029680270261,335.24793185642176,4242
2014-06-05,328.88714599609375,331.3191897378168,327.3905036934949,330.38378829869254,9708
