Date,Close,High,Low,Open,Volume
2014-04-28,39.22783660888672,39.56849398701463,39.20163403070314,39.20163403070314,6079756
2014-04-29,39.751922607421875,39.9091476158498,39.48988013131733,39.54228767206862,5450403
2014-04-30,39.98776626586914,40.06637639129994,39.83053885648472,39.98776626586914,5870740
2014-05-02,40.2760124206543,40.64287240871283,40.092582426625036,40.11878739325046,6793098
2014-05-05,40.32841491699219,40.43322999181637,40.01396253399793,40.354619878785186,3487533
2014-05-06,40.380828857421875,40.64286895672242,40.249804035423324,40.43323401387301,4323136
2014-05-07,40.433231353759766,40.72148117084427,40.30221131272934,40.32841627540502,5759620
2014-05-08,40.74768829345703,40.8000934492383,40.4594384610931,40.48564342515784,6321138
2014-05-09,41.166954040527344,41.166954040527344,40.590459139198146,40.590459139198146,5477606
2014-05-12,41.24557113647461,41.4027961593515,41.14075604533953,41.24557113647461,5795813
2014-05-13,41.27177810668945,41.40279817005836,41.1669582381153,41.27177810668945,4924671
2014-05-14,41.7696533203125,41.7696533203125,41.245568355279154,41.35038821169476,4950253
2014-05-15,41.900672912597656,41.92687787641645,41.638632819106135,41.82206279348947,6628486
2014-05-16,42.031700134277344,42.13651522319568,41.69104512985718,41.92688027301055,9272772
2014-05-19,41.7696533203125,41.8744731767281,41.40279336755433,41.848268212624205,5860593
2014-05-20,41.6124267578125,41.953081733776045,41.50761167764989,41.71724661032316,4991426
2014-05-21,41.979286193847656,42.00549115666129,41.481406217432486,41.61242625915269,4376878
2014-05-22,42.136512756347656,42.18892268391275,41.82206273565342,41.97928774600054,4201280
2014-05-23,42.293739318847656,42.45096431722385,42.0841043968968,42.215124433485656,3955881
2014-05-26,42.37235641479492,42.4247663470067,42.11031152608459,42.162721458296375,2096073
2014-05-27,42.450965881347656,42.52957599725828,42.26753591442557,42.37235099308906,4195581
2014-05-28,42.34615707397461,42.55579205832118,42.31995210438764,42.37236204356159,3953150
2014-05-30,42.084110260009766,42.372355335132816,41.95308543281886,42.31994540425645,6133830
2014-06-02,41.79585647583008,42.31994141818527,41.691041396298246,42.162716412713515,5377175
2014-06-03,41.717247009277344,41.90067220822905,41.638632119142535,41.76965216368579,4243300
2014-06-04,41.50761795043945,41.953088073886754,41.45520801626374,41.74345310953265,6479255
2014-06-05,41.3765869140625,41.69104169964201,41.3765869140625,41.45520180354439,5356380
2014-06-06,41.717247009277344,41.74344720030752,41.376587257707925,41.48140711122101,3791527
2014-06-10,42.52957534790039,42.60819023495866,41.79585549141477,41.79585549141477,6087603
2014-06-11,42.293739318847656,42.660599239174715,42.18891947169833,42.42475935543652,5002780
2014-06-12,42.084110260009766,42.45097023144736,42.05790529457158,42.29374521116674,2941933
2014-06-13,42.241329193115234,42.24132919311524,41.84826431288197,42.00548931050572,5190369
2014-06-16,42.50337600708008,42.52958097289873,42.11031106449741,42.11031106449741,5315026
2014-06-17,42.37235641479492,42.63440130350525,42.24133635661405,42.4247663470067,4859674
2014-06-18,42.293739318847656,42.581984353812715,42.215124433485656,42.34614447007452,3633894
2014-06-19,42.555782318115234,42.58198728170439,42.31994241816095,42.37235234533926,5423444
2014-06-20,42.66060256958008,42.79162261639735,42.52957775041464,42.68680276106499,7890367
2014-06-23,42.3199462890625,42.66060607453274,42.267541129438946,42.634401108546676,2912601
2014-06-24,42.52957534790039,42.66060015966418,42.24133030671586,42.42476027083726,4285311
2014-06-25,42.084110260009766,42.52958035541343,41.92688046738068,42.424765266009175,5562590
2014-06-26,42.11030960083008,42.319944547744264,42.00549451354718,42.215129460461355,3608740
2014-06-27,42.1627197265625,42.1627197265625,41.84826969090426,42.11030979650333,3034730
2014-06-30,42.084110260009766,42.45097023144736,41.900675501942494,42.16272038397584,4553120
2014-07-01,42.50337600708008,42.60819587035468,42.24133589359066,42.26754085940931,4487841
2014-07-02,42.477169036865234,42.686803981173725,42.39855891546725,42.63439882435784,2920053
2014-07-03,42.713008880615234,42.73921384515737,42.5295789011686,42.5295789011686,3477018
2014-07-04,42.713008880615234,42.81782873878378,42.66060372387927,42.6868039160731,1770902
2014-07-07,42.34615707397461,42.7130171034938,42.29375190714989,42.66061193666908,2958833
2014-07-08,42.084110260009766,42.50337538997525,42.05790529457158,42.29374521116674,4311667
2014-07-09,41.926876068115234,42.00549095618094,41.74344610164321,41.97928599349237,2919801
2014-07-10,41.743446350097656,42.11030628522523,41.53381141968933,41.95308128050598,4294199
2014-07-11,41.717247009277344,41.92687717160732,41.50761207459928,41.82206209044233,3221251
2014-07-14,42.136512756347656,42.24133261147785,41.79585777187087,41.848267699435965,3434480
2014-07-15,42.293739318847656,42.477164506663385,42.05789943510946,42.05789943510946,4399953
2014-07-16,42.52957534790039,42.60819023495866,42.37235034613174,42.45096523319002,3392443
2014-07-17,41.79585647583008,42.18892137568348,41.48140646488657,42.162716412713515,5728409
2014-07-18,41.66484069824219,41.874475651112604,41.56002083563272,41.71725062954692,4407830
2014-07-21,41.743446350097656,41.769651312942194,41.40279137781462,41.691041196756565,3392340
2014-07-22,42.215126037597656,42.215126037597656,41.76965121498122,41.76965121498122,3796846
2014-07-23,42.031700134277344,42.3723551386975,41.90067530769386,42.13651522319568,4080850
2014-07-24,42.136512756347656,42.2675375752604,42.03169767356563,42.18892268391275,3589927
2014-07-25,41.900672912597656,42.162717778437354,41.82206279348947,42.00549276787281,3878785
2014-07-28,41.6124267578125,41.926876770648384,41.4289967882669,41.8744716167411,2893346
2014-07-29,41.926876068115234,42.08410584424665,41.481406019453445,41.533811172482615,7982227
2014-07-30,42.11030960083008,42.267539390276994,41.92687961882372,41.92687961882372,4250421
2014-07-31,41.691043853759766,42.24133379152154,41.638633924730556,41.9530839542092,4819867
2014-08-04,41.691043853759766,41.691043853759766,41.691043853759766,41.691043853759766,0
2014-08-05,41.40279006958008,41.743445031099185,41.06213510806097,41.08834007007749,4430473
2014-08-06,41.009735107421875,41.40280008808653,40.642875095114725,41.324189955362996,5184534
2014-08-07,40.74768829345703,40.87870834143252,40.511848389222585,40.74768829345703,5289035
2014-08-08,40.32841491699219,40.616659952019546,39.856737535587754,40.45943495360937,5569859
2014-08-11,40.72148132324219,41.08834125737871,40.43323150507892,40.459436467852676,4246419
2014-08-12,40.82630157470703,40.983526598922055,40.45944159408912,40.669076550492015,3561844
2014-08-13,41.24557113647461,41.24557113647461,40.878711158979016,40.93112109072083,2985766
2014-08-14,41.40279006958008,41.40279006958008,41.06213510806097,41.219360107812264,2766484
2014-08-15,40.87870788574219,41.71724763707351,40.87870788574219,41.638632745755636,5060531
2014-08-18,41.5338134765625,41.612428368989356,41.24556841569383,41.2979783439784,3491238
2014-08-19,42.084110260009766,42.11031045309947,41.66484035769581,41.69104532313399,3865103
2014-08-20,42.37235641479492,42.4247663470067,42.11031152608459,42.18892642440227,3947940
2014-08-21,42.50337600708008,42.68680599546209,42.34615098451672,42.42476588197267,4870496
2014-08-22,42.634395599365234,42.73921067741679,42.477165823765965,42.66060056196511,3592938
2014-08-25,42.81782913208008,42.896439254080235,42.60819418616573,42.81782913208008,2746224
2014-08-26,43.07986831665039,43.106073280874476,42.68680339798558,42.76541829065784,4039126
2014-08-27,43.13228225708008,43.42052734565987,42.922647296136276,43.10607729041852,4863919
2014-08-28,42.97505187988281,43.10607192453243,42.81782687183366,42.97505187988281,4848334
2014-08-29,43.15848922729492,43.31571426221448,42.89644432086305,43.10607929153876,4784330
2014-09-01,45.018985748291016,45.25482564244777,44.02322101812205,44.02322101812205,12633279
2014-09-02,44.96657943725586,45.07139929746221,44.6783343663852,45.01898936735903,7413672
2014-09-03,45.333438873291016,45.67409387028227,45.22862378665845,45.281033716148904,8405359
2014-09-04,45.64789581298828,45.72650593855247,45.2286259021507,45.28103583409254,8519492
2014-09-05,45.281036376953125,45.62169139396195,45.1762165118128,45.59548642767687,4630063
2014-09-08,45.62168884277344,45.67409400006446,45.28103384481422,45.35964396692492,3638076
2014-09-09,46.040958404541016,46.17197845535016,45.67409367204845,45.67409367204845,4966610
2014-09-10,46.09336471557617,46.09336471557617,45.726504746246206,45.90993473091119,5559356
2014-09-11,46.19818878173828,46.25059394473509,46.01475878037729,46.11957387871977,6010197
2014-09-12,45.909934997558594,46.198184845048274,45.8575298390274,46.171979879608436,5861745
2014-09-15,46.1719856262207,46.1719856262207,45.621695600539994,45.726510702996244,4850033
2014-09-16,45.98855209350586,46.250592215740596,45.8575320323885,46.11957215462323,4911962
2014-09-17,46.59125518798828,46.59125518798828,46.04096516694641,46.14578026851909,6631116
2014-09-18,46.355403900146484,46.565038824340036,46.19817890008828,46.46021897606933,6333089
2014-09-19,46.27678680419922,46.748466554198686,46.06715189001586,46.748466554198686,14415600
2014-09-22,46.25059127807617,46.53884113350896,46.01475612731588,46.09336625345311,4559942
2014-09-23,45.98855209350586,46.2767971824338,45.80512209900207,46.2767971824338,4806002
2014-09-24,46.06715393066406,46.35540374006521,45.988543817080355,46.09335889264124,5402294
2014-09-25,46.3292121887207,46.64366227877314,46.09337223500677,46.224397082819635,5950804
2014-09-26,46.27678680419922,46.38160664746471,46.04095170154711,46.2243816549141,4321752
2014-09-29,46.69606399536133,46.72226896030957,46.38161396067924,46.43402389057571,4758574
2014-09-30,47.24635314941406,47.37737797195659,46.64365328276331,46.72226817628883,6708119
2014-10-01,47.06291580200195,47.4821856238003,46.85328089110278,47.11532572281364,6227884
2014-10-02,46.53883743286133,47.32496726581425,46.51263246878313,46.8794924211814,7896365
2014-10-03,46.66985321044922,46.77467305717061,46.17197325556596,46.64364824876887,5578271
2014-10-06,46.69606399536133,47.03671899499166,46.64365406546485,46.87949397765061,4207899
2014-10-07,45.20240783691406,46.46021243257736,45.17620287853711,46.46021243257736,7285695
2014-10-08,44.88797378540039,45.12380894965763,44.416293912188166,45.07140378668317,6204162
2014-10-09,44.86175537109375,45.41204521000089,44.75693553186528,45.28102518331275,6502669
2014-10-10,44.28526306152344,44.547307901975934,43.99701325979092,44.547307901975934,6790966
2014-10-13,43.94460678100586,44.285261722651725,43.630152027500195,43.78737701807924,5933004
2014-10-14,43.76117706298828,43.997012163939004,43.26329235576432,43.65635722047899,7400536
2014-10-15,42.555782318115234,43.63015719118194,42.2413322997416,43.63015719118194,10064765
2014-10-16,41.926876068115234,43.05366082963594,41.193156202227144,42.7654157847576,15270620
2014-10-17,43.07986831665039,43.23709810199491,41.97928845332822,42.18892339477267,11202030
2014-10-20,43.394317626953125,43.47292773733539,42.55577796722464,43.001252757998856,6963102
2014-10-21,43.78738784790039,43.78738784790039,42.791627737171794,43.15848773003996,7945679
2014-10-22,44.36387634277344,44.36387634277344,43.55154634679112,43.86599635992311,5354009
2014-10-23,44.7569465637207,44.78315152998692,43.997021631395,44.41629154695717,5740014
2014-10-24,44.940372467041016,44.99278239480575,44.49490239808536,44.7045373367961,4953631
2014-10-27,44.9141731262207,45.38584816799267,44.70453818353929,45.22862315406868,4323487
2014-10-28,45.726497650146484,46.11956252376602,45.41204766018994,45.46445758263193,7057663
2014-10-29,45.543067932128906,45.88372288508801,45.35963797497033,45.88372288508801,5655915
2014-10-30,45.96234130859375,46.040956198721794,45.12380156995368,45.64789129277777,6052736
2014-10-31,46.80087661743164,46.827076805979665,46.32919686600507,46.64364685205769,11229305
2014-11-03,46.27678680419922,46.77467151501506,46.1195618116486,46.59124156164807,5472443
2014-11-04,46.040958404541016,46.696063430935034,45.883728616752066,46.381613400053766,4947768
2014-11-05,46.8532829284668,46.98430773619347,46.250583129967374,46.302993053058046,5076033
2014-11-06,47.03670883178711,47.03670883178711,46.460214044534034,46.87948384841761,4882805
2014-11-07,46.46022033691406,47.03671520224521,46.30299533225066,46.95810508608751,4517496
2014-11-10,46.82707977294922,46.82707977294922,46.434019651652925,46.46021984186098,3689103
2014-11-11,46.8532829284668,47.11532777157239,46.64364800845188,46.93189781310281,4213985
2014-11-12,46.905696868896484,47.08912684307632,46.61744703955779,46.77467682229608,4079506
2014-11-13,47.77043533325195,47.77043533325195,47.03671545924844,47.08912538520527,5923440
2014-11-14,47.4035758972168,48.00627573504566,47.16774077261477,47.90146065437233,6362514
2014-11-17,47.665626525878906,47.87526148494351,47.06292661511177,47.1939466748964,5495673
2014-11-18,48.084896087646484,48.21591614646011,47.79664623143816,47.84905616390306,6340167
2014-11-19,47.95387268066406,48.2421225454331,47.84905758496998,48.006282614685475,6594135
2014-11-20,47.95387268066406,48.0848975157176,47.66562758824377,47.953872680664055,4302925
2014-11-21,48.18970489501953,48.21590985783416,47.79663999749606,47.90145984875458,6481914
2014-11-24,47.980079650878906,48.32073946389217,47.90146951891351,48.215919591473025,5462870
2014-11-25,47.79663848876953,48.163498411898246,47.79663848876953,47.82284345075699,8193605
2014-11-26,47.980079650878906,48.18971462336824,47.84905958270394,47.98007965087891,5684492
